,source,true,tokenized_source,tokenized_true,scores_true,scores_source
1411,отпускает то есть оно конечно остаеться но ведь четко осознаешь у меня все есть,отпускает то есть оно конечно остается но ведь четко осознаешь у меня все есть,"['отпускает', 'то', 'есть', 'оно', 'конечно', 'остаеться', 'но', 'ведь', 'четко', 'осознаешь', 'у', 'меня', 'все', 'есть']","['отпускает', 'то', 'есть', 'оно', 'конечно', 'остается', 'но', 'ведь', 'четко', 'осознаешь', 'у', 'меня', 'все', 'есть']",-163.1967516427398,-173.63325235813087
1412,лен буду попозже сейцас в душ пойду и зарядку еще хочу сделать все хочу и хочу не пока не делаю,лен буду попозже сейчас в душ пойду и зарядку еще хочу сделать все хочу и хочу но пока не делаю,"['лен', 'буду', 'попозже', 'сейцас', 'в', 'душ', 'пойду', 'и', 'зарядку', 'еще', 'хочу', 'сделать', 'все', 'хочу', 'и', 'хочу', 'не', 'пока', 'не', 'делаю']","['лен', 'буду', 'попозже', 'сейчас', 'в', 'душ', 'пойду', 'и', 'зарядку', 'еще', 'хочу', 'сделать', 'все', 'хочу', 'и', 'хочу', 'но', 'пока', 'не', 'делаю']",-183.82571599375902,-196.78020309477188
1413,вчера меня насильно затащили в коломнеское потмо стемнело и похолодало,вчера меня насильно затащили в коломенское потом стемнело и похолодало,"['вчера', 'меня', 'насильно', 'затащили', 'в', 'коломнеское', 'потмо', 'стемнело', 'и', 'похолодало']","['вчера', 'меня', 'насильно', 'затащили', 'в', 'коломенское', 'потом', 'стемнело', 'и', 'похолодало']",-125.20292299082968,-134.33286071084842
1414,логика ничиво не значит против веры,логика ничего не значит против веры,"['логика', 'ничиво', 'не', 'значит', 'против', 'веры']","['логика', 'ничего', 'не', 'значит', 'против', 'веры']",-79.24441162946258,-104.90983952127249
1415,мое музыкальное сердце поделено между басами и каунтер тенорами ну еще контральто и меццы могут рассчитывать на внимание,мое музыкальное сердце поделено между басами и каунтер-тенорами ну еще контральто и меццы могут рассчитывать на внимание,"['мое', 'музыкальное', 'сердце', 'поделено', 'между', 'басами', 'и', 'каунтер', 'тенорами', 'ну', 'еще', 'контральто', 'и', 'меццы', 'могут', 'рассчитывать', 'на', 'внимание']","['мое', 'музыкальное', 'сердце', 'поделено', 'между', 'басами', 'и', 'каунтер-тенорами', 'ну', 'еще', 'контральто', 'и', 'меццы', 'могут', 'рассчитывать', 'на', 'внимание']",-161.67823270070096,-182.26216664876438
1416,вечером был футбол канечно мывыиграли 2-1 не без жертв мое лицо ударил локоть дяди сережи,вечером был футбол конечно мы выиграли 2-1 не без жертв мое лицо ударил локоть дяди сережи,"['вечером', 'был', 'футбол', 'канечно', 'мывыиграли', '2-1', 'не', 'без', 'жертв', 'мое', 'лицо', 'ударил', 'локоть', 'дяди', 'сережи']","['вечером', 'был', 'футбол', 'конечно', 'мы', 'выиграли', '2-1', 'не', 'без', 'жертв', 'мое', 'лицо', 'ударил', 'локоть', 'дяди', 'сережи']",-232.3273307559672,-235.16053204681432
1417,если бы троллейбус был заполнен хотябы наполовину то тбыли бы многочисленные жертвы в виде трупов потому что этот отбойник проткнул бы насквозь,если бы троллейбус был заполнен хотя бы наполовину то были бы многочисленные жертвы в виде трупов потому что этот отбойник проткнул бы насквозь,"['если', 'бы', 'троллейбус', 'был', 'заполнен', 'хотябы', 'наполовину', 'то', 'тбыли', 'бы', 'многочисленные', 'жертвы', 'в', 'виде', 'трупов', 'потому', 'что', 'этот', 'отбойник', 'проткнул', 'бы', 'насквозь']","['если', 'бы', 'троллейбус', 'был', 'заполнен', 'хотя', 'бы', 'наполовину', 'то', 'были', 'бы', 'многочисленные', 'жертвы', 'в', 'виде', 'трупов', 'потому', 'что', 'этот', 'отбойник', 'проткнул', 'бы', 'насквозь']",-157.0628975578132,-211.47781431498063
1418,в общем и целом все нормально но больше я туда не поеду буду копить денег на европу,в общем и целом все нормально но больше я туда не поеду буду копить денег на европу,"['в', 'общем', 'и', 'целом', 'все', 'нормально', 'но', 'больше', 'я', 'туда', 'не', 'поеду', 'буду', 'копить', 'денег', 'на', 'европу']","['в', 'общем', 'и', 'целом', 'все', 'нормально', 'но', 'больше', 'я', 'туда', 'не', 'поеду', 'буду', 'копить', 'денег', 'на', 'европу']",-124.67284109477218,-124.61976608620239
1419,дать специям обжариться в течении минуты не сожгите иначе все придеться начинать сначала,дать специям обжариться в течение минуты не сожгите иначе все придется начинать сначала,"['дать', 'специям', 'обжариться', 'в', 'течении', 'минуты', 'не', 'сожгите', 'иначе', 'все', 'придеться', 'начинать', 'сначала']","['дать', 'специям', 'обжариться', 'в', 'течение', 'минуты', 'не', 'сожгите', 'иначе', 'все', 'придется', 'начинать', 'сначала']",-147.2269570229044,-181.26393164634214
1420,тоесть можно прожить всю жизнь сплошной рутиной не испытывая никаких особых эмоций не ощущая счастья не делав ни единого шага навстречу мечтам и жизнь будет тебя держать на плову будто ей это на руку,то есть можно прожить всю жизнь сплошной рутиной не испытывая никаких особых эмоций не ощущая счастья не делав ни единого шага навстречу мечтам и жизнь будет тебя держать на плаву будто ей это на руку,"['тоесть', 'можно', 'прожить', 'всю', 'жизнь', 'сплошной', 'рутиной', 'не', 'испытывая', 'никаких', 'особых', 'эмоций', 'не', 'ощущая', 'счастья', 'не', 'делав', 'ни', 'единого', 'шага', 'навстречу', 'мечтам', 'и', 'жизнь', 'будет', 'тебя', 'держать', 'на', 'плову', 'будто', 'ей', 'это', 'на', 'руку']","['то', 'есть', 'можно', 'прожить', 'всю', 'жизнь', 'сплошной', 'рутиной', 'не', 'испытывая', 'никаких', 'особых', 'эмоций', 'не', 'ощущая', 'счастья', 'не', 'делав', 'ни', 'единого', 'шага', 'навстречу', 'мечтам', 'и', 'жизнь', 'будет', 'тебя', 'держать', 'на', 'плаву', 'будто', 'ей', 'это', 'на', 'руку']",-218.84297121953227,-261.293676085156
1421,пастель очень уютная и мягкая но в то же время какая-то плотная,постель очень уютная и мягкая но в то же время какая-то плотная,"['пастель', 'очень', 'уютная', 'и', 'мягкая', 'но', 'в', 'то', 'же', 'время', 'какая-то', 'плотная']","['постель', 'очень', 'уютная', 'и', 'мягкая', 'но', 'в', 'то', 'же', 'время', 'какая-то', 'плотная']",-110.43406171553006,-117.25272846977606
1422,обещал не писать здесь подобных вещей но просто очень понравилось,обещал не писать здесь подобных вещей но просто очень понравилось,"['обещал', 'не', 'писать', 'здесь', 'подобных', 'вещей', 'но', 'просто', 'очень', 'понравилось']","['обещал', 'не', 'писать', 'здесь', 'подобных', 'вещей', 'но', 'просто', 'очень', 'понравилось']",-124.72555079663199,-124.73605371287866
1423,а впереди осень и как всегда она начинается в августе,а впереди осень и как всегда она начинается в августе,"['а', 'впереди', 'осень', 'и', 'как', 'всегда', 'она', 'начинается', 'в', 'августе']","['а', 'впереди', 'осень', 'и', 'как', 'всегда', 'она', 'начинается', 'в', 'августе']",-87.84248154206699,-87.86025815774386
1424,с точки зрения автора просунул его это просунул лекарство,с точки зрения автора просунул его это просунул лекарство,"['с', 'точки', 'зрения', 'автора', 'просунул', 'его', 'это', 'просунул', 'лекарство']","['с', 'точки', 'зрения', 'автора', 'просунул', 'его', 'это', 'просунул', 'лекарство']",-143.26084058643914,-143.30621480633692
1425,в память о саше и многих других музыкантах которых больше нет на земле,в память о саше и многих других музыкантах которых больше нет на земле,"['в', 'память', 'о', 'саше', 'и', 'многих', 'других', 'музыкантах', 'которых', 'больше', 'нет', 'на', 'земле']","['в', 'память', 'о', 'саше', 'и', 'многих', 'других', 'музыкантах', 'которых', 'больше', 'нет', 'на', 'земле']",-107.75356614697478,-107.77389434091091
1426,этак такими темпами как выразился один товарищ пора перелизать в майку и шорты и шлепанцы,этак такими темпами как выразился один товарищ пора перелезать в майку и шорты и шлепанцы,"['этак', 'такими', 'темпами', 'как', 'выразился', 'один', 'товарищ', 'пора', 'перелизать', 'в', 'майку', 'и', 'шорты', 'и', 'шлепанцы']","['этак', 'такими', 'темпами', 'как', 'выразился', 'один', 'товарищ', 'пора', 'перелезать', 'в', 'майку', 'и', 'шорты', 'и', 'шлепанцы']",-161.9185655468842,-162.15679763241283
1427,бал монстров джем по всем стилям от классики до трэпчика,бал монстров джем по всем стилям от классики до трэпчика,"['бал', 'монстров', 'джем', 'по', 'всем', 'стилям', 'от', 'классики', 'до', 'трэпчика']","['бал', 'монстров', 'джем', 'по', 'всем', 'стилям', 'от', 'классики', 'до', 'трэпчика']",-112.49210306281724,-112.52737658354329
1428,кто не хочет питаться дома а предпочитает экстримальный завтрак обед и ужин едут сюда,кто не хочет питаться дома а предпочитает экстремальный завтрак обед и ужин едут сюда,"['кто', 'не', 'хочет', 'питаться', 'дома', 'а', 'предпочитает', 'экстримальный', 'завтрак', 'обед', 'и', 'ужин', 'едут', 'сюда']","['кто', 'не', 'хочет', 'питаться', 'дома', 'а', 'предпочитает', 'экстремальный', 'завтрак', 'обед', 'и', 'ужин', 'едут', 'сюда']",-130.94006528470288,-132.0216549121976
1429,раньше плана и вообще вне плана вставали предприятия и конторы на коллективный отпуск,раньше плана и вообще вне плана вставали предприятия и конторы на коллективный отпуск,"['раньше', 'плана', 'и', 'вообще', 'вне', 'плана', 'вставали', 'предприятия', 'и', 'конторы', 'на', 'коллективный', 'отпуск']","['раньше', 'плана', 'и', 'вообще', 'вне', 'плана', 'вставали', 'предприятия', 'и', 'конторы', 'на', 'коллективный', 'отпуск']",-141.17709256246343,-141.1901474398899
1430,чесно говоря это еще самая доброжелательная маска,честно говоря это еще самая доброжелательная маска,"['чесно', 'говоря', 'это', 'еще', 'самая', 'доброжелательная', 'маска']","['честно', 'говоря', 'это', 'еще', 'самая', 'доброжелательная', 'маска']",-111.70375502422871,-120.20654605003902
1431,на сегоднешний день нойшванштайн самый посещаемый замок германии и одна из самых популярных туристических достопримечательностей мира,на сегодняшний день нойшванштайн самый посещаемый замок германии и одна из самых популярных туристических достопримечательностей мира,"['на', 'сегоднешний', 'день', 'нойшванштайн', 'самый', 'посещаемый', 'замок', 'германии', 'и', 'одна', 'из', 'самых', 'популярных', 'туристических', 'достопримечательностей', 'мира']","['на', 'сегодняшний', 'день', 'нойшванштайн', 'самый', 'посещаемый', 'замок', 'германии', 'и', 'одна', 'из', 'самых', 'популярных', 'туристических', 'достопримечательностей', 'мира']",-116.49784037238442,-140.6227481748343
1432,дмитрий ну как же вы опять милую пастельную сцену в чернобыль превратили,дмитрий ну как же вы опять милую постельную сцену в чернобыль превратили,"['дмитрий', 'ну', 'как', 'же', 'вы', 'опять', 'милую', 'пастельную', 'сцену', 'в', 'чернобыль', 'превратили']","['дмитрий', 'ну', 'как', 'же', 'вы', 'опять', 'милую', 'постельную', 'сцену', 'в', 'чернобыль', 'превратили']",-135.8232946588967,-146.46218565662784
1433,но я не желею помойму отличное наследство родителей их убеждений и начало для выбора своего пути,но я не жалею по-моему отличное наследство родителей их убеждений и начало для выбора своего пути,"['но', 'я', 'не', 'желею', 'помойму', 'отличное', 'наследство', 'родителей', 'их', 'убеждений', 'и', 'начало', 'для', 'выбора', 'своего', 'пути']","['но', 'я', 'не', 'жалею', 'по-моему', 'отличное', 'наследство', 'родителей', 'их', 'убеждений', 'и', 'начало', 'для', 'выбора', 'своего', 'пути']",-182.99136612205572,-185.63963095537068
1434,проблемы избалованных детей их конфликты с бедными вызывают у зрителя призрение и зависть одних и жалость и сострадание других,проблемы избалованных детей их конфликты с бедными вызывают у зрителя презрение и зависть одних и жалость и сострадание других,"['проблемы', 'избалованных', 'детей', 'их', 'конфликты', 'с', 'бедными', 'вызывают', 'у', 'зрителя', 'призрение', 'и', 'зависть', 'одних', 'и', 'жалость', 'и', 'сострадание', 'других']","['проблемы', 'избалованных', 'детей', 'их', 'конфликты', 'с', 'бедными', 'вызывают', 'у', 'зрителя', 'презрение', 'и', 'зависть', 'одних', 'и', 'жалость', 'и', 'сострадание', 'других']",-154.62791171019214,-174.56862496222072
1435,ну канечно завидую тебе с илонкой что вы так мега круто сгоняли в гоа,ну конечно завидую тебе с илонкой что вы так мегакруто сгоняли в гоа,"['ну', 'канечно', 'завидую', 'тебе', 'с', 'илонкой', 'что', 'вы', 'так', 'мега', 'круто', 'сгоняли', 'в', 'гоа']","['ну', 'конечно', 'завидую', 'тебе', 'с', 'илонкой', 'что', 'вы', 'так', 'мегакруто', 'сгоняли', 'в', 'гоа']",-163.2853826640151,-185.11103306301146
1436,рецепт был самую малость переделан на свой лад отчего блюдо помоему стало только вкуснее,рецепт был самую малость переделан на свой лад отчего блюдо по-моему стало только вкуснее,"['рецепт', 'был', 'самую', 'малость', 'переделан', 'на', 'свой', 'лад', 'отчего', 'блюдо', 'помоему', 'стало', 'только', 'вкуснее']","['рецепт', 'был', 'самую', 'малость', 'переделан', 'на', 'свой', 'лад', 'отчего', 'блюдо', 'по-моему', 'стало', 'только', 'вкуснее']",-128.40584354745008,-140.41463791748822
1437,икота которую будущая мать может воспринимать как неожиданные толчки становится обычным явлением,икота которую будущая мать может воспринимать как неожиданные толчки становится обычным явлением,"['икота', 'которую', 'будущая', 'мать', 'может', 'воспринимать', 'как', 'неожиданные', 'толчки', 'становится', 'обычным', 'явлением']","['икота', 'которую', 'будущая', 'мать', 'может', 'воспринимать', 'как', 'неожиданные', 'толчки', 'становится', 'обычным', 'явлением']",-119.76350957632731,-119.76008372776899
1438,и еще вот такое сегодня попалось благодаря sutasu paper cutouts by bovey lee,и еще вот такое сегодня попалось благодаря sutasu paper cutouts by bovey lee,"['и', 'еще', 'вот', 'такое', 'сегодня', 'попалось', 'благодаря', 'sutasu', 'paper', 'cutouts', 'by', 'bovey', 'lee']","['и', 'еще', 'вот', 'такое', 'сегодня', 'попалось', 'благодаря', 'sutasu', 'paper', 'cutouts', 'by', 'bovey', 'lee']",-171.49540676190878,-171.48404045530714
1439,чтож посмотрим куда все это приведет,что ж посмотрим куда все это приведет,"['чтож', 'посмотрим', 'куда', 'все', 'это', 'приведет']","['что', 'ж', 'посмотрим', 'куда', 'все', 'это', 'приведет']",-93.51088546452016,-93.00681536700623
1440,паралельно будет распитие различных напитков,параллельно будет распитие различных напитков,"['паралельно', 'будет', 'распитие', 'различных', 'напитков']","['параллельно', 'будет', 'распитие', 'различных', 'напитков']",-89.2000333117434,-96.01668017696986
1441,и за то что он такая звезда живет у нас на раене он всего-то хочет послабления налогового бремени,и за то что он такая звезда живет у нас на районе он всего-то хочет послабления налогового бремени,"['и', 'за', 'то', 'что', 'он', 'такая', 'звезда', 'живет', 'у', 'нас', 'на', 'раене', 'он', 'всего-то', 'хочет', 'послабления', 'налогового', 'бремени']","['и', 'за', 'то', 'что', 'он', 'такая', 'звезда', 'живет', 'у', 'нас', 'на', 'районе', 'он', 'всего-то', 'хочет', 'послабления', 'налогового', 'бремени']",-152.1261117904152,-164.6699158413793
1442,а в бельгию не хочу ток шоколад хочу жуя шоколад запевая ароматным кофем,а в бельгию не хочу только шоколад хочу жуя шоколад запивая ароматным кофе,"['а', 'в', 'бельгию', 'не', 'хочу', 'ток', 'шоколад', 'хочу', 'жуя', 'шоколад', 'запевая', 'ароматным', 'кофем']","['а', 'в', 'бельгию', 'не', 'хочу', 'только', 'шоколад', 'хочу', 'жуя', 'шоколад', 'запивая', 'ароматным', 'кофе']",-165.30708033323515,-204.67089880920844
1443,с тех пор эта девушка часто обивала пороги различных учреждений в надежде добиться разрешения на усыновление ребенка,с тех пор эта девушка часто обивала пороги различных учреждений в надежде добиться разрешения на усыновление ребенка,"['с', 'тех', 'пор', 'эта', 'девушка', 'часто', 'обивала', 'пороги', 'различных', 'учреждений', 'в', 'надежде', 'добиться', 'разрешения', 'на', 'усыновление', 'ребенка']","['с', 'тех', 'пор', 'эта', 'девушка', 'часто', 'обивала', 'пороги', 'различных', 'учреждений', 'в', 'надежде', 'добиться', 'разрешения', 'на', 'усыновление', 'ребенка']",-86.85605008202496,-86.8344059542995
1444,большую часть времени анаконды держатся поодиночке но собираются в группы во время сезона спаривания который приурочен ко времени начала дождей и приходится в амазонии на апрель-май,большую часть времени анаконды держатся поодиночке но собираются в группы во время сезона спаривания который приурочен ко времени начала дождей и приходится в амазонии на апрель-май,"['большую', 'часть', 'времени', 'анаконды', 'держатся', 'поодиночке', 'но', 'собираются', 'в', 'группы', 'во', 'время', 'сезона', 'спаривания', 'который', 'приурочен', 'ко', 'времени', 'начала', 'дождей', 'и', 'приходится', 'в', 'амазонии', 'на', 'апрель-май']","['большую', 'часть', 'времени', 'анаконды', 'держатся', 'поодиночке', 'но', 'собираются', 'в', 'группы', 'во', 'время', 'сезона', 'спаривания', 'который', 'приурочен', 'ко', 'времени', 'начала', 'дождей', 'и', 'приходится', 'в', 'амазонии', 'на', 'апрель-май']",-210.13477539129516,-210.13845468983334
1445,случай с минобороны тому подтверждение,случай с минобороны тому подтверждение,"['случай', 'с', 'минобороны', 'тому', 'подтверждение']","['случай', 'с', 'минобороны', 'тому', 'подтверждение']",-79.29352655710846,-79.3083516710175
1446,но девченки были к чему-то готовы,но девчонки были к чему-то готовы,"['но', 'девченки', 'были', 'к', 'чему-то', 'готовы']","['но', 'девчонки', 'были', 'к', 'чему-то', 'готовы']",-72.97493773685764,-84.2626855752868
1447,принимает меня армянка я ей жалуюсь что каждую весну на мне что-то выскакивает,принимает меня армянка я ей жалуюсь что каждую весну на мне что-то выскакивает,"['принимает', 'меня', 'армянка', 'я', 'ей', 'жалуюсь', 'что', 'каждую', 'весну', 'на', 'мне', 'что-то', 'выскакивает']","['принимает', 'меня', 'армянка', 'я', 'ей', 'жалуюсь', 'что', 'каждую', 'весну', 'на', 'мне', 'что-то', 'выскакивает']",-160.7854756363041,-160.78536145906403
1448,мы посмотрели специальный ролик потом она задавала по нему вопросы,мы посмотрели специальный ролик потом она задавала по нему вопросы,"['мы', 'посмотрели', 'специальный', 'ролик', 'потом', 'она', 'задавала', 'по', 'нему', 'вопросы']","['мы', 'посмотрели', 'специальный', 'ролик', 'потом', 'она', 'задавала', 'по', 'нему', 'вопросы']",-100.34340181961284,-100.34351173890101
1449,прав был он когда довил эту гниль,прав был он когда давил эту гниль,"['прав', 'был', 'он', 'когда', 'довил', 'эту', 'гниль']","['прав', 'был', 'он', 'когда', 'давил', 'эту', 'гниль']",-112.44495146397635,-108.7975121806746
1450,на заднике каждого нормально билета написанно что съемка запрещена это кстати тоже являеться своеобразным соглашением,на заднике каждого нормального билета написано что съемка запрещена это кстати тоже является своеобразным соглашением,"['на', 'заднике', 'каждого', 'нормально', 'билета', 'написанно', 'что', 'съемка', 'запрещена', 'это', 'кстати', 'тоже', 'являеться', 'своеобразным', 'соглашением']","['на', 'заднике', 'каждого', 'нормального', 'билета', 'написано', 'что', 'съемка', 'запрещена', 'это', 'кстати', 'тоже', 'является', 'своеобразным', 'соглашением']",-168.97311708035755,-231.59793060375708
1451,как тогда так и сейчас елка была новая только что купленная,как тогда так и сейчас елка была новая только что купленная,"['как', 'тогда', 'так', 'и', 'сейчас', 'елка', 'была', 'новая', 'только', 'что', 'купленная']","['как', 'тогда', 'так', 'и', 'сейчас', 'елка', 'была', 'новая', 'только', 'что', 'купленная']",-121.14702262275567,-121.15781745171782
1452,за последние пару месяцев первый раз в платье и на каблуках,за последние пару месяцев первый раз в платье и на каблуках,"['за', 'последние', 'пару', 'месяцев', 'первый', 'раз', 'в', 'платье', 'и', 'на', 'каблуках']","['за', 'последние', 'пару', 'месяцев', 'первый', 'раз', 'в', 'платье', 'и', 'на', 'каблуках']",-69.6415010571756,-69.65916653080185
1453,было бы так приятно предать их суду особенно кувейтскому,было бы так приятно предать их суду особенно кувейтскому,"['было', 'бы', 'так', 'приятно', 'предать', 'их', 'суду', 'особенно', 'кувейтскому']","['было', 'бы', 'так', 'приятно', 'предать', 'их', 'суду', 'особенно', 'кувейтскому']",-114.34706130016879,-114.34694655111221
1454,завтра мне по идее совесм не надо бы в универ но завтра кучу всего сдавать,завтра мне по идее совсем не надо бы в универ но завтра кучу всего сдавать,"['завтра', 'мне', 'по', 'идее', 'совесм', 'не', 'надо', 'бы', 'в', 'универ', 'но', 'завтра', 'кучу', 'всего', 'сдавать']","['завтра', 'мне', 'по', 'идее', 'совсем', 'не', 'надо', 'бы', 'в', 'универ', 'но', 'завтра', 'кучу', 'всего', 'сдавать']",-148.48253932938772,-159.31751140849138
1455,ну на што он вам дался вошебник в голубом вертолете,ну на что он вам дался волшебник в голубом вертолете,"['ну', 'на', 'што', 'он', 'вам', 'дался', 'вошебник', 'в', 'голубом', 'вертолете']","['ну', 'на', 'что', 'он', 'вам', 'дался', 'волшебник', 'в', 'голубом', 'вертолете']",-116.34025494540002,-139.39536517577594
1456,за что так не навидеть свой народ,за что так ненавидеть свой народ,"['за', 'что', 'так', 'не', 'навидеть', 'свой', 'народ']","['за', 'что', 'так', 'ненавидеть', 'свой', 'народ']",-64.70858731704055,-89.32549781272738
1457,жемчужного прапорщика нашли и даже попытались демонстративно наказать,жемчужного прапорщика нашли и даже попытались демонстративно наказать,"['жемчужного', 'прапорщика', 'нашли', 'и', 'даже', 'попытались', 'демонстративно', 'наказать']","['жемчужного', 'прапорщика', 'нашли', 'и', 'даже', 'попытались', 'демонстративно', 'наказать']",-91.42288708957257,-91.42306899496259
1458,и если лост все-таки буду интеренсо елси 5 или сколько там сезонов просмотретьв оригинале я выучу-таки английский и стоит ли оно того с учетом что потом надо будет снова задвигать куда-нибудь подальше и полностью переключаться на подготовку к кдс,и если лост все-таки буду интересно если 5 или сколько там сезонов просмотреть в оригинале я выучу-таки английский и стоит ли оно того с учетом что потом надо будет снова задвигать куда-нибудь подальше и полностью переключаться на подготовку к кдс,"['и', 'если', 'лост', 'все-таки', 'буду', 'интеренсо', 'елси', '5', 'или', 'сколько', 'там', 'сезонов', 'просмотретьв', 'оригинале', 'я', 'выучу-таки', 'английский', 'и', 'стоит', 'ли', 'оно', 'того', 'с', 'учетом', 'что', 'потом', 'надо', 'будет', 'снова', 'задвигать', 'куда-нибудь', 'подальше', 'и', 'полностью', 'переключаться', 'на', 'подготовку', 'к', 'кдс']","['и', 'если', 'лост', 'все-таки', 'буду', 'интересно', 'если', '5', 'или', 'сколько', 'там', 'сезонов', 'просмотреть', 'в', 'оригинале', 'я', 'выучу-таки', 'английский', 'и', 'стоит', 'ли', 'оно', 'того', 'с', 'учетом', 'что', 'потом', 'надо', 'будет', 'снова', 'задвигать', 'куда-нибудь', 'подальше', 'и', 'полностью', 'переключаться', 'на', 'подготовку', 'к', 'кдс']",-311.06502147438243,-346.4711103533774
1459,вообще в целом к концу отпуска артем привык ходить примерно в нужном направлении хотя часто отвлекался на капельки ягодки камешки мусор,вообще в целом к концу отпуска артем привык ходить примерно в нужном направлении хотя часто отвлекался на капельки ягодки камешки мусор,"['вообще', 'в', 'целом', 'к', 'концу', 'отпуска', 'артем', 'привык', 'ходить', 'примерно', 'в', 'нужном', 'направлении', 'хотя', 'часто', 'отвлекался', 'на', 'капельки', 'ягодки', 'камешки', 'мусор']","['вообще', 'в', 'целом', 'к', 'концу', 'отпуска', 'артем', 'привык', 'ходить', 'примерно', 'в', 'нужном', 'направлении', 'хотя', 'часто', 'отвлекался', 'на', 'капельки', 'ягодки', 'камешки', 'мусор']",-253.08097383627083,-253.03135515690937
1460,что-то получилось в таком объеме это был террин ага что ели мы его дооолго-долго,что-то получилось в таком объеме это был террин ага что ели мы его долго-долго,"['что-то', 'получилось', 'в', 'таком', 'объеме', 'это', 'был', 'террин', 'ага', 'что', 'ели', 'мы', 'его', 'дооолго-долго']","['что-то', 'получилось', 'в', 'таком', 'объеме', 'это', 'был', 'террин', 'ага', 'что', 'ели', 'мы', 'его', 'долго-долго']",-183.11032369971053,-177.71196756912565
1461,здесь есть только один по настоящему напряженный момент все остальные давольно гладкие,здесь есть только один по-настоящему напряженный момент все остальные довольно гладкие,"['здесь', 'есть', 'только', 'один', 'по', 'настоящему', 'напряженный', 'момент', 'все', 'остальные', 'давольно', 'гладкие']","['здесь', 'есть', 'только', 'один', 'по-настоящему', 'напряженный', 'момент', 'все', 'остальные', 'довольно', 'гладкие']",-113.21074644866249,-127.702922174234
1462,пусть солнце растопит в сердцах страшный холод,пусть солнце растопит в сердцах страшный холод,"['пусть', 'солнце', 'растопит', 'в', 'сердцах', 'страшный', 'холод']","['пусть', 'солнце', 'растопит', 'в', 'сердцах', 'страшный', 'холод']",-99.84806586925586,-99.84429310189961
1463,все делаю согласно рецепта формочки после наполнения несколко раз постукиваю пос толу чтобы вышел воздух и десерт получился ровным в микроволновку ставлю сразу все у меня из 2-х белков получается 5 полных формы,все делаю согласно рецепту формочки после наполнения несколько раз постукиваю по столу чтобы вышел воздух и десерт получился ровным в микроволновку ставлю сразу все у меня из 2-х белков получается 5 полных форм,"['все', 'делаю', 'согласно', 'рецепта', 'формочки', 'после', 'наполнения', 'несколко', 'раз', 'постукиваю', 'пос', 'толу', 'чтобы', 'вышел', 'воздух', 'и', 'десерт', 'получился', 'ровным', 'в', 'микроволновку', 'ставлю', 'сразу', 'все', 'у', 'меня', 'из', '2-х', 'белков', 'получается', '5', 'полных', 'формы']","['все', 'делаю', 'согласно', 'рецепту', 'формочки', 'после', 'наполнения', 'несколько', 'раз', 'постукиваю', 'по', 'столу', 'чтобы', 'вышел', 'воздух', 'и', 'десерт', 'получился', 'ровным', 'в', 'микроволновку', 'ставлю', 'сразу', 'все', 'у', 'меня', 'из', '2-х', 'белков', 'получается', '5', 'полных', 'форм']",-302.7371058999094,-374.91861466148623
1464,помню что очень любила бабушкину коробку с пуговицами и фарфоровые фигурки в серванте,помню что очень любила бабушкину коробку с пуговицами и фарфоровые фигурки в серванте,"['помню', 'что', 'очень', 'любила', 'бабушкину', 'коробку', 'с', 'пуговицами', 'и', 'фарфоровые', 'фигурки', 'в', 'серванте']","['помню', 'что', 'очень', 'любила', 'бабушкину', 'коробку', 'с', 'пуговицами', 'и', 'фарфоровые', 'фигурки', 'в', 'серванте']",-114.9449101129901,-114.95439250126007
1465,вашпето это цвета олимпийских колец,вообще-то это цвета олимпийских колец,"['вашпето', 'это', 'цвета', 'олимпийских', 'колец']","['вообще-то', 'это', 'цвета', 'олимпийских', 'колец']",-89.9649774839613,-86.66510862661151
1466,зря я это как то неожидано набрался,зря я это как-то неожиданно набрался,"['зря', 'я', 'это', 'как', 'то', 'неожидано', 'набрался']","['зря', 'я', 'это', 'как-то', 'неожиданно', 'набрался']",-101.19054679680518,-123.56620175113756
1467,наверное таким людям просто нравится руководить а результат управления их неочень волнует,наверное таким людям просто нравится руководить а результат управления их не очень волнует,"['наверное', 'таким', 'людям', 'просто', 'нравится', 'руководить', 'а', 'результат', 'управления', 'их', 'неочень', 'волнует']","['наверное', 'таким', 'людям', 'просто', 'нравится', 'руководить', 'а', 'результат', 'управления', 'их', 'не', 'очень', 'волнует']",-128.54422814452118,-154.78821462796748
1468,все потому что серебрянные зайцы водят хоровод,все потому что серебряные зайцы водят хоровод,"['все', 'потому', 'что', 'серебрянные', 'зайцы', 'водят', 'хоровод']","['все', 'потому', 'что', 'серебряные', 'зайцы', 'водят', 'хоровод']",-98.31765741046763,-105.87459229834843
1469,коллекция отличных картинок на рабочий стол от канадского производителя снаряжения,коллекция отличных картинок на рабочий стол от канадского производителя снаряжения,"['коллекция', 'отличных', 'картинок', 'на', 'рабочий', 'стол', 'от', 'канадского', 'производителя', 'снаряжения']","['коллекция', 'отличных', 'картинок', 'на', 'рабочий', 'стол', 'от', 'канадского', 'производителя', 'снаряжения']",-111.23135501630323,-111.2211939511005
