,source,true,tokenized_source,tokenized_true,scores_true,scores_source
1855,пришел домой узнал што родители в ссоре,пришел домой узнал что родители в ссоре,"['пришел', 'домой', 'узнал', 'што', 'родители', 'в', 'ссоре']","['пришел', 'домой', 'узнал', 'что', 'родители', 'в', 'ссоре']","(-130.35256061314482, 'пришел домой узнал что родители в ссоре')","(-159.23876196147435, 'пришел домой узнал што родители в ссоре')"
1856,как описать все что я делал что творил описать все радости от успехов горести от неудачь что времена юношеского максимализма и желания все попробывать прошли и их уже ни за что не вернуть,как описать все что я делал что творил описать все радости от успехов горести от неудач что времена юношеского максимализма и желания все попробовать прошли и их уже ни за что не вернуть,"['как', 'описать', 'все', 'что', 'я', 'делал', 'что', 'творил', 'описать', 'все', 'радости', 'от', 'успехов', 'горести', 'от', 'неудачь', 'что', 'времена', 'юношеского', 'максимализма', 'и', 'желания', 'все', 'попробывать', 'прошли', 'и', 'их', 'уже', 'ни', 'за', 'что', 'не', 'вернуть']","['как', 'описать', 'все', 'что', 'я', 'делал', 'что', 'творил', 'описать', 'все', 'радости', 'от', 'успехов', 'горести', 'от', 'неудач', 'что', 'времена', 'юношеского', 'максимализма', 'и', 'желания', 'все', 'попробовать', 'прошли', 'и', 'их', 'уже', 'ни', 'за', 'что', 'не', 'вернуть']","(-427.51015157452093, 'как описать все что я делал что творил описать все радости от успехов горести от неудач что времена юношеского максимализма и желания все попробовать прошли и их уже ни за что не вернуть')","(-434.8279126247864, 'как описать все что я делал что творил описать все радости от успехов горести от неудачь что времена юношеского максимализма и желания все попробывать прошли и их уже ни за что не вернуть')"
1857,забавно наверна смотрица зареванная дефачка идущая по дороге с сачком в руке,забавно наверно смотрится зареванная девочка идущая по дороге с сачком в руке,"['забавно', 'наверна', 'смотрица', 'зареванная', 'дефачка', 'идущая', 'по', 'дороге', 'с', 'сачком', 'в', 'руке']","['забавно', 'наверно', 'смотрится', 'зареванная', 'девочка', 'идущая', 'по', 'дороге', 'с', 'сачком', 'в', 'руке']","(-181.74517198510432, 'забавно наверно смотрится зареванная девочка идущая по дороге с сачком в руке')","(-190.4368557511681, 'забавно наверна смотрица зареванная дефачка идущая по дороге с сачком в руке')"
1858,можно и у цума там платная а сколько стоит я не знаю,можно и у цума там платная а сколько стоит я не знаю,"['можно', 'и', 'у', 'цума', 'там', 'платная', 'а', 'сколько', 'стоит', 'я', 'не', 'знаю']","['можно', 'и', 'у', 'цума', 'там', 'платная', 'а', 'сколько', 'стоит', 'я', 'не', 'знаю']","(-188.5278528369105, 'можно и у цума там платная а сколько стоит я не знаю')","(-188.52251780819185, 'можно и у цума там платная а сколько стоит я не знаю')"
1859,посветите этому делу месяц и вы сделаете десяток простеньких шаблонов,посвятите этому делу месяц и вы сделаете десяток простеньких шаблонов,"['посветите', 'этому', 'делу', 'месяц', 'и', 'вы', 'сделаете', 'десяток', 'простеньких', 'шаблонов']","['посвятите', 'этому', 'делу', 'месяц', 'и', 'вы', 'сделаете', 'десяток', 'простеньких', 'шаблонов']","(-144.06643707393047, 'посвятите этому делу месяц и вы сделаете десяток простеньких шаблонов')","(-152.73846970675515, 'посветите этому делу месяц и вы сделаете десяток простеньких шаблонов')"
1860,очень мягко спокойно и дружелюбно пыталась объяснить свое несогласие но мы все ранво поссорились,очень мягко спокойно и дружелюбно пыталась объяснить свое несогласие но мы все равно поссорились,"['очень', 'мягко', 'спокойно', 'и', 'дружелюбно', 'пыталась', 'объяснить', 'свое', 'несогласие', 'но', 'мы', 'все', 'ранво', 'поссорились']","['очень', 'мягко', 'спокойно', 'и', 'дружелюбно', 'пыталась', 'объяснить', 'свое', 'несогласие', 'но', 'мы', 'все', 'равно', 'поссорились']","(-181.97894777375518, 'очень мягко спокойно и дружелюбно пыталась объяснить свое несогласие но мы все равно поссорились')","(-205.4977642689109, 'очень мягко спокойно и дружелюбно пыталась объяснить свое несогласие но мы все ранво поссорились')"
1861,хотя современникам казалось что память о сражениях и героях переживет века,хотя современникам казалось что память о сражениях и героях переживет века,"['хотя', 'современникам', 'казалось', 'что', 'память', 'о', 'сражениях', 'и', 'героях', 'переживет', 'века']","['хотя', 'современникам', 'казалось', 'что', 'память', 'о', 'сражениях', 'и', 'героях', 'переживет', 'века']","(-172.28987330386045, 'хотя современникам казалось что память о сражениях и героях переживет века')","(-172.2830922238347, 'хотя современникам казалось что память о сражениях и героях переживет века')"
1862,посколько писать больше нечего и инет не халявный пойду обратно шить сапоги для богатыря,поскольку писать больше нечего и инет нехалявный пойду обратно шить сапоги для богатыря,"['посколько', 'писать', 'больше', 'нечего', 'и', 'инет', 'не', 'халявный', 'пойду', 'обратно', 'шить', 'сапоги', 'для', 'богатыря']","['поскольку', 'писать', 'больше', 'нечего', 'и', 'инет', 'нехалявный', 'пойду', 'обратно', 'шить', 'сапоги', 'для', 'богатыря']","(-232.20179577947422, 'поскольку писать больше нечего и инет нехалявный пойду обратно шить сапоги для богатыря')","(-255.95667790630034, 'посколько писать больше нечего и инет не халявный пойду обратно шить сапоги для богатыря')"
1863,устал по черному как будто на мне пахали неделю,устал по-черному как будто на мне пахали неделю,"['устал', 'по', 'черному', 'как', 'будто', 'на', 'мне', 'пахали', 'неделю']","['устал', 'по-черному', 'как', 'будто', 'на', 'мне', 'пахали', 'неделю']","(-158.78872651882804, 'устал по-черному как будто на мне пахали неделю')","(-160.3525447952595, 'устал по черному как будто на мне пахали неделю')"
1864,пацаны и девчонке тут кароч савет нужен,пацаны и девчонки тут короче совет нужен,"['пацаны', 'и', 'девчонке', 'тут', 'кароч', 'савет', 'нужен']","['пацаны', 'и', 'девчонки', 'тут', 'короче', 'совет', 'нужен']","(-153.70567474702668, 'пацаны и девчонки тут короче совет нужен')","(-146.87620099386612, 'пацаны и девчонке тут кароч савет нужен')"
1865,руководство эс продолжало жечь напалмом и преложило нам посещать общественный туалет который находится на улице под мостом,руководство эс продолжало жечь напалмом и предложило нам посещать общественный туалет который находится на улице под мостом,"['руководство', 'эс', 'продолжало', 'жечь', 'напалмом', 'и', 'преложило', 'нам', 'посещать', 'общественный', 'туалет', 'который', 'находится', 'на', 'улице', 'под', 'мостом']","['руководство', 'эс', 'продолжало', 'жечь', 'напалмом', 'и', 'предложило', 'нам', 'посещать', 'общественный', 'туалет', 'который', 'находится', 'на', 'улице', 'под', 'мостом']","(-237.96537370406688, 'руководство эс продолжало жечь напалмом и предложило нам посещать общественный туалет который находится на улице под мостом')","(-239.37292691530172, 'руководство эс продолжало жечь напалмом и преложило нам посещать общественный туалет который находится на улице под мостом')"
1866,утишает одно что за много лет сесья вместе и рядом кто-то,утешает одно что за много лет семья вместе и рядом кто-то,"['утишает', 'одно', 'что', 'за', 'много', 'лет', 'сесья', 'вместе', 'и', 'рядом', 'кто-то']","['утешает', 'одно', 'что', 'за', 'много', 'лет', 'семья', 'вместе', 'и', 'рядом', 'кто-то']","(-189.3420605947898, 'утешает одно что за много лет семья вместе и рядом кто-то')","(-182.91355241398603, 'утишает одно что за много лет сесья вместе и рядом кто-то')"
1867,весь проделанный до этого путь уверил нас что место если и не мистическое то не простое это точно,весь проделанный до этого путь уверил нас что место если и не мистическое то не простое это точно,"['весь', 'проделанный', 'до', 'этого', 'путь', 'уверил', 'нас', 'что', 'место', 'если', 'и', 'не', 'мистическое', 'то', 'не', 'простое', 'это', 'точно']","['весь', 'проделанный', 'до', 'этого', 'путь', 'уверил', 'нас', 'что', 'место', 'если', 'и', 'не', 'мистическое', 'то', 'не', 'простое', 'это', 'точно']","(-264.1971650973, 'весь проделанный до этого путь уверил нас что место если и не мистическое то не простое это точно')","(-264.2406205812277, 'весь проделанный до этого путь уверил нас что место если и не мистическое то не простое это точно')"
1868,чтож вафли значит вафли осталось только определиться из чего их печь в моем случае можно было двумя способами,что ж вафли значит вафли осталось только определиться из чего их печь в моем случае можно было двумя способами,"['чтож', 'вафли', 'значит', 'вафли', 'осталось', 'только', 'определиться', 'из', 'чего', 'их', 'печь', 'в', 'моем', 'случае', 'можно', 'было', 'двумя', 'способами']","['что', 'ж', 'вафли', 'значит', 'вафли', 'осталось', 'только', 'определиться', 'из', 'чего', 'их', 'печь', 'в', 'моем', 'случае', 'можно', 'было', 'двумя', 'способами']","(-273.5797221307851, 'что ж вафли значит вафли осталось только определиться из чего их печь в моем случае можно было двумя способами')","(-273.9567918008798, 'чтож вафли значит вафли осталось только определиться из чего их печь в моем случае можно было двумя способами')"
1869,я шел с лекции о реформе образования и вспоминал речи адольфа гитлера вообще человека нужно учить лишь самому необходимому,я шел с лекции о реформе образования и вспоминал речи адольфа гитлера вообще человека нужно учить лишь самому необходимому,"['я', 'шел', 'с', 'лекции', 'о', 'реформе', 'образования', 'и', 'вспоминал', 'речи', 'адольфа', 'гитлера', 'вообще', 'человека', 'нужно', 'учить', 'лишь', 'самому', 'необходимому']","['я', 'шел', 'с', 'лекции', 'о', 'реформе', 'образования', 'и', 'вспоминал', 'речи', 'адольфа', 'гитлера', 'вообще', 'человека', 'нужно', 'учить', 'лишь', 'самому', 'необходимому']","(-257.8961249385123, 'я шел с лекции о реформе образования и вспоминал речи адольфа гитлера вообще человека нужно учить лишь самому необходимому')","(-258.06094796586416, 'я шел с лекции о реформе образования и вспоминал речи адольфа гитлера вообще человека нужно учить лишь самому необходимому')"
1870,после этой элементарной операции вы сможете получать информацию об обновлении ассортимента и нововведениях прямо к себе в акаунт,после этой элементарной операции вы сможете получать информацию об обновлении ассортимента и нововведениях прямо к себе в аккаунт,"['после', 'этой', 'элементарной', 'операции', 'вы', 'сможете', 'получать', 'информацию', 'об', 'обновлении', 'ассортимента', 'и', 'нововведениях', 'прямо', 'к', 'себе', 'в', 'акаунт']","['после', 'этой', 'элементарной', 'операции', 'вы', 'сможете', 'получать', 'информацию', 'об', 'обновлении', 'ассортимента', 'и', 'нововведениях', 'прямо', 'к', 'себе', 'в', 'аккаунт']","(-171.5442886446538, 'после этой элементарной операции вы сможете получать информацию об обновлении ассортимента и нововведениях прямо к себе в аккаунт')","(-174.84436530343638, 'после этой элементарной операции вы сможете получать информацию об обновлении ассортимента и нововведениях прямо к себе в акаунт')"
1871,ох и устала же я за эту неделю 3 дня инста подряд после работы вчера ашан вощем ужос хочеца отдохнуть,ох и устала же я за эту неделю 3 дня инста подряд после работы вчера ашан в общем ужас хочется отдохнуть,"['ох', 'и', 'устала', 'же', 'я', 'за', 'эту', 'неделю', '3', 'дня', 'инста', 'подряд', 'после', 'работы', 'вчера', 'ашан', 'вощем', 'ужос', 'хочеца', 'отдохнуть']","['ох', 'и', 'устала', 'же', 'я', 'за', 'эту', 'неделю', '3', 'дня', 'инста', 'подряд', 'после', 'работы', 'вчера', 'ашан', 'в', 'общем', 'ужас', 'хочется', 'отдохнуть']","(-304.1916968171019, 'ох и устала же я за эту неделю 3 дня инста подряд после работы вчера ашан в общем ужас хочется отдохнуть')","(-293.22556908353727, 'ох и устала же я за эту неделю 3 дня инста подряд после работы вчера ашан вощем ужос хочеца отдохнуть')"
1872,джабин говорил обо всем этом с представителем cnn в дамаске рулой амин,джабин говорил обо всем этом с представителем cnn в дамаске рулой амин,"['джабин', 'говорил', 'обо', 'всем', 'этом', 'с', 'представителем', 'cnn', 'в', 'дамаске', 'рулой', 'амин']","['джабин', 'говорил', 'обо', 'всем', 'этом', 'с', 'представителем', 'cnn', 'в', 'дамаске', 'рулой', 'амин']","(-159.90977180773203, 'джабин говорил обо всем этом с представителем cnn в дамаске рулой амин')","(-159.90849026709213, 'джабин говорил обо всем этом с представителем cnn в дамаске рулой амин')"
1873,времени болеть нету а желания темболее,времени болеть нету а желания тем более,"['времени', 'болеть', 'нету', 'а', 'желания', 'темболее']","['времени', 'болеть', 'нету', 'а', 'желания', 'тем', 'более']","(-132.1754179521159, 'времени болеть нету а желания тем более')","(-137.73528194261178, 'времени болеть нету а желания темболее')"
1874,приватности и технике безопасности при работе над своими первыми работами,приватности и технике безопасности при работе над своими первыми работами,"['приватности', 'и', 'технике', 'безопасности', 'при', 'работе', 'над', 'своими', 'первыми', 'работами']","['приватности', 'и', 'технике', 'безопасности', 'при', 'работе', 'над', 'своими', 'первыми', 'работами']","(-109.14932638951001, 'приватности и технике безопасности при работе над своими первыми работами')","(-109.05991547751327, 'приватности и технике безопасности при работе над своими первыми работами')"
1875,посещение студии восточного танца поможет разорвать круг стирка-удорка-ребенок-муж и будет своеобразной психотерапией,посещение студии восточного танца поможет разорвать круг стирка-уборка-ребенок-муж и будет своеобразной психотерапией,"['посещение', 'студии', 'восточного', 'танца', 'поможет', 'разорвать', 'круг', 'стирка-удорка-ребенок-муж', 'и', 'будет', 'своеобразной', 'психотерапией']","['посещение', 'студии', 'восточного', 'танца', 'поможет', 'разорвать', 'круг', 'стирка-уборка-ребенок-муж', 'и', 'будет', 'своеобразной', 'психотерапией']","(-177.95008717624233, 'посещение студии восточного танца поможет разорвать круг стирка-уборка-ребенок-муж и будет своеобразной психотерапией')","(-179.30993823976146, 'посещение студии восточного танца поможет разорвать круг стирка-удорка-ребенок-муж и будет своеобразной психотерапией')"
1876,я следую только моему высокому призванию то есть обучаю людей церковной музыке,я следую только моему высокому призванию то есть обучаю людей церковной музыке,"['я', 'следую', 'только', 'моему', 'высокому', 'призванию', 'то', 'есть', 'обучаю', 'людей', 'церковной', 'музыке']","['я', 'следую', 'только', 'моему', 'высокому', 'призванию', 'то', 'есть', 'обучаю', 'людей', 'церковной', 'музыке']","(-168.49399549400204, 'я следую только моему высокому призванию то есть обучаю людей церковной музыке')","(-168.5395244511385, 'я следую только моему высокому призванию то есть обучаю людей церковной музыке')"
1877,сказал поддатый мужык 30 с хвостиком лет в присутствии меня и его длинноногой партнерши которая ему в дочки годится,сказал поддатый мужик 30 с хвостиком лет в присутствии меня и его длинноногой партнерши которая ему в дочки годится,"['сказал', 'поддатый', 'мужык', '30', 'с', 'хвостиком', 'лет', 'в', 'присутствии', 'меня', 'и', 'его', 'длинноногой', 'партнерши', 'которая', 'ему', 'в', 'дочки', 'годится']","['сказал', 'поддатый', 'мужик', '30', 'с', 'хвостиком', 'лет', 'в', 'присутствии', 'меня', 'и', 'его', 'длинноногой', 'партнерши', 'которая', 'ему', 'в', 'дочки', 'годится']","(-249.8059414689469, 'сказал поддатый мужик 30 с хвостиком лет в присутствии меня и его длинноногой партнерши которая ему в дочки годится')","(-258.8866142370487, 'сказал поддатый мужык 30 с хвостиком лет в присутствии меня и его длинноногой партнерши которая ему в дочки годится')"
1878,пытаюсь слопать вкуснейшую школоадку в надежде на эндорфин но мне она пративна,пытаюсь слопать вкуснейшую шоколадку в надежде на эндорфин но мне она противна,"['пытаюсь', 'слопать', 'вкуснейшую', 'школоадку', 'в', 'надежде', 'на', 'эндорфин', 'но', 'мне', 'она', 'пративна']","['пытаюсь', 'слопать', 'вкуснейшую', 'шоколадку', 'в', 'надежде', 'на', 'эндорфин', 'но', 'мне', 'она', 'противна']","(-184.9200532440525, 'пытаюсь слопать вкуснейшую шоколадку в надежде на эндорфин но мне она противна')","(-192.5901297919631, 'пытаюсь слопать вкуснейшую школоадку в надежде на эндорфин но мне она пративна')"
1879,как и 200 лет назад устраиваются благотворительные балы открываются странноприимные дома а меценаты ценятся выше творцов которые липнут к ним словно попрошайки,как и 200 лет назад устраиваются благотворительные балы открываются странноприимные дома а меценаты ценятся выше творцов которые липнут к ним словно попрошайки,"['как', 'и', '200', 'лет', 'назад', 'устраиваются', 'благотворительные', 'балы', 'открываются', 'странноприимные', 'дома', 'а', 'меценаты', 'ценятся', 'выше', 'творцов', 'которые', 'липнут', 'к', 'ним', 'словно', 'попрошайки']","['как', 'и', '200', 'лет', 'назад', 'устраиваются', 'благотворительные', 'балы', 'открываются', 'странноприимные', 'дома', 'а', 'меценаты', 'ценятся', 'выше', 'творцов', 'которые', 'липнут', 'к', 'ним', 'словно', 'попрошайки']","(-313.1064908089106, 'как и 200 лет назад устраиваются благотворительные балы открываются странноприимные дома а меценаты ценятся выше творцов которые липнут к ним словно попрошайки')","(-313.0980522083811, 'как и 200 лет назад устраиваются благотворительные балы открываются странноприимные дома а меценаты ценятся выше творцов которые липнут к ним словно попрошайки')"
1880,в твоих словах навернео есть правда,в твоих словах наверное есть правда,"['в', 'твоих', 'словах', 'навернео', 'есть', 'правда']","['в', 'твоих', 'словах', 'наверное', 'есть', 'правда']","(-98.16790797257208, 'в твоих словах наверное есть правда')","(-96.08759012503953, 'в твоих словах навернео есть правда')"
1881,так что полюбому цените новосибирск,так что по-любому цените новосибирск,"['так', 'что', 'полюбому', 'цените', 'новосибирск']","['так', 'что', 'по-любому', 'цените', 'новосибирск']","(-114.77828183037283, 'так что по-любому цените новосибирск')","(-123.43107904480686, 'так что полюбому цените новосибирск')"
1882,сейчас купила ногу козленка хочу запечь при низкой температуре но боюсь чего-то не учесть,сейчас купила ногу козленка хочу запечь при низкой температуре но боюсь чего-то не учесть,"['сейчас', 'купила', 'ногу', 'козленка', 'хочу', 'запечь', 'при', 'низкой', 'температуре', 'но', 'боюсь', 'чего-то', 'не', 'учесть']","['сейчас', 'купила', 'ногу', 'козленка', 'хочу', 'запечь', 'при', 'низкой', 'температуре', 'но', 'боюсь', 'чего-то', 'не', 'учесть']","(-234.97075271096242, 'сейчас купила ногу козленка хочу запечь при низкой температуре но боюсь чего-то не учесть')","(-234.9655936442082, 'сейчас купила ногу козленка хочу запечь при низкой температуре но боюсь чего-то не учесть')"
1883,практически каждый год вырисовывался новый тренд и казалось что буквально пройдет еще годик и заполучишь щастье девайс мечты о котором так долго мечтал,практически каждый год вырисовывался новый тренд и казалось что буквально пройдет еще годик и заполучишь счастье девайс мечты о котором так долго мечтал,"['практически', 'каждый', 'год', 'вырисовывался', 'новый', 'тренд', 'и', 'казалось', 'что', 'буквально', 'пройдет', 'еще', 'годик', 'и', 'заполучишь', 'щастье', 'девайс', 'мечты', 'о', 'котором', 'так', 'долго', 'мечтал']","['практически', 'каждый', 'год', 'вырисовывался', 'новый', 'тренд', 'и', 'казалось', 'что', 'буквально', 'пройдет', 'еще', 'годик', 'и', 'заполучишь', 'счастье', 'девайс', 'мечты', 'о', 'котором', 'так', 'долго', 'мечтал']","(-299.69296675603755, 'практически каждый год вырисовывался новый тренд и казалось что буквально пройдет еще годик и заполучишь счастье девайс мечты о котором так долго мечтал')","(-313.9414891920296, 'практически каждый год вырисовывался новый тренд и казалось что буквально пройдет еще годик и заполучишь щастье девайс мечты о котором так долго мечтал')"
1884,да и забыл есле бы не ты мне бы вообще фильм не понравился ты связан с тем что идя в кино с друзьями и общаясь за пивом перед лентой я сославшись на тебя сказал что в ленте очень радует сюжетная линия негра,да и забыл если бы не ты мне бы вообще фильм не понравился ты связан с тем что идя в кино с друзьями и общаясь за пивом перед лентой я сославшись на тебя сказал что в ленте очень радует сюжетная линия негра,"['да', 'и', 'забыл', 'есле', 'бы', 'не', 'ты', 'мне', 'бы', 'вообще', 'фильм', 'не', 'понравился', 'ты', 'связан', 'с', 'тем', 'что', 'идя', 'в', 'кино', 'с', 'друзьями', 'и', 'общаясь', 'за', 'пивом', 'перед', 'лентой', 'я', 'сославшись', 'на', 'тебя', 'сказал', 'что', 'в', 'ленте', 'очень', 'радует', 'сюжетная', 'линия', 'негра']","['да', 'и', 'забыл', 'если', 'бы', 'не', 'ты', 'мне', 'бы', 'вообще', 'фильм', 'не', 'понравился', 'ты', 'связан', 'с', 'тем', 'что', 'идя', 'в', 'кино', 'с', 'друзьями', 'и', 'общаясь', 'за', 'пивом', 'перед', 'лентой', 'я', 'сославшись', 'на', 'тебя', 'сказал', 'что', 'в', 'ленте', 'очень', 'радует', 'сюжетная', 'линия', 'негра']","(-525.3761018408042, 'да и забыл если бы не ты мне бы вообще фильм не понравился ты связан с тем что идя в кино с друзьями и общаясь за пивом перед лентой я сославшись на тебя сказал что в ленте очень радует сюжетная линия негра')","(-542.2979739739507, 'да и забыл есле бы не ты мне бы вообще фильм не понравился ты связан с тем что идя в кино с друзьями и общаясь за пивом перед лентой я сославшись на тебя сказал что в ленте очень радует сюжетная линия негра')"
1885,в каждой стране сво правила конешно и я больше архитектор,в каждой стране свои правила конечно и я больше архитектор,"['в', 'каждой', 'стране', 'сво', 'правила', 'конешно', 'и', 'я', 'больше', 'архитектор']","['в', 'каждой', 'стране', 'свои', 'правила', 'конечно', 'и', 'я', 'больше', 'архитектор']","(-155.01347400847158, 'в каждой стране свои правила конечно и я больше архитектор')","(-170.18615375054404, 'в каждой стране сво правила конешно и я больше архитектор')"
1886,ну мож те по-пути не попадается,ну может тебе по пути не попадается,"['ну', 'мож', 'те', 'по-пути', 'не', 'попадается']","['ну', 'может', 'тебе', 'по', 'пути', 'не', 'попадается']","(-123.34724545066615, 'ну может тебе по пути не попадается')","(-141.7644900516995, 'ну мож те по-пути не попадается')"
1887,потом вроде боднули его и он под машину угадил в результате открытый перелом ноги,потом вроде боднули его и он под машину угодил в результате открытый перелом ноги,"['потом', 'вроде', 'боднули', 'его', 'и', 'он', 'под', 'машину', 'угадил', 'в', 'результате', 'открытый', 'перелом', 'ноги']","['потом', 'вроде', 'боднули', 'его', 'и', 'он', 'под', 'машину', 'угодил', 'в', 'результате', 'открытый', 'перелом', 'ноги']","(-190.35116589274594, 'потом вроде боднули его и он под машину угодил в результате открытый перелом ноги')","(-191.17149974614915, 'потом вроде боднули его и он под машину угадил в результате открытый перелом ноги')"
1888,норм оттоптали с эмо-детьми под трансуху птом на хаусе порвали танцпол,норм оттоптали с эмо-детьми под трансуху потом на хаусе порвали танцпол,"['норм', 'оттоптали', 'с', 'эмо-детьми', 'под', 'трансуху', 'птом', 'на', 'хаусе', 'порвали', 'танцпол']","['норм', 'оттоптали', 'с', 'эмо-детьми', 'под', 'трансуху', 'потом', 'на', 'хаусе', 'порвали', 'танцпол']","(-225.73849719147483, 'норм оттоптали с эмо-детьми под трансуху потом на хаусе порвали танцпол')","(-221.32099979765678, 'норм оттоптали с эмо-детьми под трансуху птом на хаусе порвали танцпол')"
1889,те на него естесственно обиделись за это неполиткорректное высказывание,те на него естественно обиделись за это неполиткорректное высказывание,"['те', 'на', 'него', 'естесственно', 'обиделись', 'за', 'это', 'неполиткорректное', 'высказывание']","['те', 'на', 'него', 'естественно', 'обиделись', 'за', 'это', 'неполиткорректное', 'высказывание']","(-134.0348969611263, 'те на него естественно обиделись за это неполиткорректное высказывание')","(-150.56151559634554, 'те на него естесственно обиделись за это неполиткорректное высказывание')"
1890,но самым ярким и веселым моментом была морская фотосессия которую нам с катей устроила лариса,но самым ярким и веселым моментом была морская фотосессия которую нам с катей устроила лариса,"['но', 'самым', 'ярким', 'и', 'веселым', 'моментом', 'была', 'морская', 'фотосессия', 'которую', 'нам', 'с', 'катей', 'устроила', 'лариса']","['но', 'самым', 'ярким', 'и', 'веселым', 'моментом', 'была', 'морская', 'фотосессия', 'которую', 'нам', 'с', 'катей', 'устроила', 'лариса']","(-204.29154755968233, 'но самым ярким и веселым моментом была морская фотосессия которую нам с катей устроила лариса')","(-204.25828756202603, 'но самым ярким и веселым моментом была морская фотосессия которую нам с катей устроила лариса')"
1891,прснулась с мыслью хочу ребенка,проснулась с мыслью хочу ребенка,"['прснулась', 'с', 'мыслью', 'хочу', 'ребенка']","['проснулась', 'с', 'мыслью', 'хочу', 'ребенка']","(-110.14355004365511, 'проснулась с мыслью хочу ребенка')","(-103.1478682644082, 'прснулась с мыслью хочу ребенка')"
1892,в дальнейшем ученые планируют продолжать исследования по расширению показаний этого препарата в частности этой технологии,в дальнейшем ученые планируют продолжать исследования по расширению показаний этого препарата в частности этой технологии,"['в', 'дальнейшем', 'ученые', 'планируют', 'продолжать', 'исследования', 'по', 'расширению', 'показаний', 'этого', 'препарата', 'в', 'частности', 'этой', 'технологии']","['в', 'дальнейшем', 'ученые', 'планируют', 'продолжать', 'исследования', 'по', 'расширению', 'показаний', 'этого', 'препарата', 'в', 'частности', 'этой', 'технологии']","(-153.53264403012665, 'в дальнейшем ученые планируют продолжать исследования по расширению показаний этого препарата в частности этой технологии')","(-153.53085508564635, 'в дальнейшем ученые планируют продолжать исследования по расширению показаний этого препарата в частности этой технологии')"
1893,вот вообщем-то и все что можно сказать о хорватии,вот в общем-то и все что можно сказать о хорватии,"['вот', 'вообщем-то', 'и', 'все', 'что', 'можно', 'сказать', 'о', 'хорватии']","['вот', 'в', 'общем-то', 'и', 'все', 'что', 'можно', 'сказать', 'о', 'хорватии']","(-115.65901825598594, 'вот в общем-то и все что можно сказать о хорватии')","(-117.08917235989097, 'вот вообщем-то и все что можно сказать о хорватии')"
1894,ничего не удасться сделать,ничего не удастся сделать,"['ничего', 'не', 'удасться', 'сделать']","['ничего', 'не', 'удастся', 'сделать']","(-67.89570541123629, 'ничего не удастся сделать')","(-76.0338508428729, 'ничего не удасться сделать')"
1895,эх снова в лондон захотелось что то не люблю лондон а переодически туда тянет есть в нем что то магичесское руины империи,эх снова в лондон захотелось что-то не люблю лондон а периодически туда тянет есть в нем что-то магическое руины империи,"['эх', 'снова', 'в', 'лондон', 'захотелось', 'что', 'то', 'не', 'люблю', 'лондон', 'а', 'переодически', 'туда', 'тянет', 'есть', 'в', 'нем', 'что', 'то', 'магичесское', 'руины', 'империи']","['эх', 'снова', 'в', 'лондон', 'захотелось', 'что-то', 'не', 'люблю', 'лондон', 'а', 'периодически', 'туда', 'тянет', 'есть', 'в', 'нем', 'что-то', 'магическое', 'руины', 'империи']","(-339.6023864530425, 'эх снова в лондон захотелось что-то не люблю лондон а периодически туда тянет есть в нем что-то магическое руины империи')","(-358.8669056043683, 'эх снова в лондон захотелось что то не люблю лондон а переодически туда тянет есть в нем что то магичесское руины империи')"
